date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
12/8/2013,6990,2203,2425,2476,1866,2350,2446,35,2302,2494,2490,2488,2480,2372,1932,2426,2226,2455,2310,42,,,,,,,,,1611240186,2486,686.656074,,,,,,0,1.89347317,0.494418205,0.002487187,0.91011702,,1,,4245.6959,,6.11001E-05,1240744202,36500,100,,1240744202,,0.982666118,6.75856011,,6.75856011,,,,,,,1240748448,,2.01911E-05,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,153666953.5,12.385063,1240113678,1240744075,1240744201,1219237289,1240739934,1240744177,228069528.8,1240713937,1240744202,1240744202,1240744202,1240744186,1240744088,1240742169,1226590028,1240362663,1240722791,235652817.9,,,,,,,,,292691727.9,430927529,211383025.3,1240744202,1.42833E+11,1240744202,4665,0.05399306,9314,183581144.9,,99231.98706,,17905.62153,,0.744913195,,
12/9/2013,10863,2902,3763,3961,2133,3536,3862,72,3309,4017,4000,3999,3978,3639,2472,3809,3089,3898,3403,144,,,,,,,,,1611240186,1526,1808.066841,,,,,,0,2.98049889,2.376903574,0.002769681,0.81827322,,1,,7641.853601,,0.000180307,761942868,13886.79986,38.046027,,761942868,,0.962110196,3.05632794,,3.05632794,,,,,,,761950509.9,,3.31331E-05,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,634486176.1,31.681743,1998915094,2002686056,2002687067,1926805649,2002667101,2002686976,683098230.8,2002475045,2002687070,2002687070,2002687069,2002687022,2002686683,2002680117,1975890992,2001373797,2002598921,783021595.6,,,,,,,,,731878214.3,1025163730,602680641.4,2002687070,1.42848E+11,2002687070,9339,0.10809028,18696,655259222.1,,129690.2228,,27823.36316,,1.672220879,,
12/10/2013,12132,3517,5254,5960,2219,4863,5647,107,4358,6085,6061,6056,6007,5085,2965,5502,4014,5863,4620,265,,,,,,,,,1611240187,1417,2097.187721,,,,,,0,2.56844548,3.361733389,0.001843599,0.579751376,,1,,5478.650505,,0.000236799,710930177,9562.495205,26.198617,,710930177,,0.935678615,3.41312851,,3.41312851,,,,,,,710935655.7,,5.18408E-05,1172252382,1172252382,1056036928,1172252382,1172252382,1172252382,1172252382,1172252382,1172252382,1172252382,1172252382,1172252382,43.198885,2703375921,2713611728,2713617237,2539073628,2713568492,2713616900,1104640701,2713009370,2713617247,2713617247,2713617245,2713617165,2713616029,2713602104,2671114562,2711007305,2713437292,1347821015,,,,,,,,,1084175563,1665373303,940485665.3,2713617247,1.42862E+11,2713617247,9450,0.109375,18999,795052760.4,,129582.3878,,20703.72897,,2.141374553,,
12/11/2013,43044,4452,7461,17022,2458,6710,13519,134,5773,17325,17282,17270,17110,7166,3772,10175,5274,16833,6368,426,,,,,,,,,1611240187,1575,5353.509841,,,,,,0,6.18745865,5.092980515,0.000339571,0.098897799,,0.0001,,2863.19017,,0.000398748,770966106,8075.646535,22.125059,,770966106,,0.903041423,2.32270357,,2.32270357,,,,,,,770968969.2,,0.000120923,2014650108,2014650108,1562208077,2014650108,2014650108,2014650108,2014650108,2014650108,2014650108,2014650108,2014650108,2014650108,57.816097,3464821049,3484514255,3484583328,3146723110,3484410726,3484576754,1308957295,3483066538,3484583353,3484583353,3484583345,3484583183,3484555114,3484495802,3422629181,3479918814,3484198629,1818966667,,,,,,,,,1175788257,2821371734,1427577508,3484583353,1.42878E+11,3484583353,28951,0.33508102,56999,1500227319,,76269.77196,,1752.573069,,2.915175395,,
12/12/2013,61432,5169,9713,25515,2501,8544,16005,139,7117,26164,26100,26079,25732,9259,4354,12805,6426,25234,8091,578,,,,,,,,,1611240187,1460,9280.673973,,,,,,0,6.96423479,7.277435615,7.04107E-05,0.021665208,,0.0001,,954.0491131,,0.000528174,698818257,6097.15929,16.704546,,698818257,,0.875548823,3.12941679,,3.12941679,,,,,,,698819211,,0.000142797,2683424420,2683424420,1752706996,2683424420,2683424420,2683424420,2683424420,2683424420,2683424420,2683424420,2683424420,2683424420,64.144557,4150002190,4183309426,4183401542,3662772355,4183133081,4183380674,1513699415,4180751118,4183401610,4183401610,4183401593,4183401321,4183358553,4183280122,4095803645,4176122107,4182836369,2331946450,,,,,,,,,1333890058,3709366081,1880492945,4183401610,1.42893E+11,4183401610,44036,0.50967593,84256,1336799121,,64637.40539,,833.6768943,,3.730041324,,
12/13/2013,64759,6057,12869,32242,2530,11026,20914,144,8841,33461,33369,33327,32642,12332,5163,16940,7910,31856,10513,772,,,,,,,,,1611240187,1590,9368.855346,,,,,,0,12.56970407,9.754230778,0.0001378,0.040522169,,0.0001,,2052.731514,,0.000770968,787422756,5781.924485,15.840889,,787422756,,0.840923242,2.55321802,,2.55321802,,,,,,,787424808.7,,0.000200516,3495302704,3495302704,1928401033,3495302704,3495302704,3495302704,3495302704,3495302704,3495302704,3495302704,3495302704,3495302704,70.316359,4918188810,4970695654,4970824235,4180081741,4970366410,4970798159,1665623521,4966230532,4970824366,4970824366,4970824336,4970823930,4970771005,4970657834,4855073112,4959893083,4970007940,2899159350,,,,,,,,,1416945082,4509919117,2283884824,4970824366,1.42909E+11,4970824366,50657,0.58630787,99546,1946885983,,92225.5363,,2162.010677,,4.986083251,,
12/14/2013,98292,6543,16354,38906,2396,13352,24815,141,10065,41735,41615,41539,39703,15515,5786,21275,9319,38459,12822,953,,,,,,,,,1611240187,1555,15757.10032,,,,,,0,23.13386982,17.83852465,7.03793E-05,0.021442024,,0.0001,,1724.453336,,0.001378908,776751325,4932.762205,13.514417,,776751325,,0.811060025,2.68678528,,2.68678528,,,,,,,776753049.5,,0.000273648,4322025911,4322025911,2297341819,4322025911,4322025911,4322025911,4322025911,4322025911,4322025911,4322025911,4322025911,4322025911,75.197373,5659935961,5747407049,5747575382,4661628883,5746807463,5747538617,1868559679,5738953887,5747575691,5747575691,5747575616,5747575009,5747512489,5747343949,5601435504,5733122230,5746394793,3547467636,,,,,,,,,1599620412,5354341595,2807363379,5747575691,1.42924E+11,5747575691,80424,0.93083333,159352,2139201721,,69981.14682,,619.6235808,,6.252476132,,
12/15/2013,157712,7260,21536,43969,2059,17214,31075,132,12633,49615,49388,49228,45503,20693,6486,28273,11776,43340,16547,1129,,,,,,,,,1611240187,1670,24384.85629,,,,,,0,65.5035276,36.86330359,0.009800387,3.094865155,,0.0001,,399098.336,,0.00306025,834560247,4627.897415,12.679171,,834560247,,0.772074755,1.9177214,,1.9177214,,,,,,,834959345.3,,0.000357255,5443683474,5443683474,2878427467,5443683474,5443683474,5443683474,5443683474,5443683474,5443683474,5443683474,5443683474,5443683474,82.703905,6433583406,6581914043,6582135299,5081900994,6580896454,6582096989,2182951591,6568759105,6582135938,6582135937,6582135794,6582134755,6582074475,6581846230,6370063803,6561689518,6580345995,4319391310,,,,,,,,,1948807089,6171239374,3469469000,6582135938,1.42941E+11,6582135938,128955,1.49253472,253732,3432269124,,106827.8907,,369.0594425,,9.577777606,,
12/16/2013,127087,7971,27783,53452,1978,21577,38046,122,14996,61307,60970,60745,56149,27027,7251,35917,14120,52749,20770,1270,,,,,,,,,1611240188,1545,19657.07314,,,,,,0,101.6656062,81.52449647,0.128100114,41.08415822,,0.0001,,3890423.279,,0.006261274,791014644,3915.834245,10.728313,,791014644,,0.746061492,3.33711792,,3.33711792,,,,,,,794905067.3,,0.000497543,6275480890,6275480890,3136242821,6275480890,6275480890,6275480890,6275480890,6275480890,6275480890,6211221997,6275480890,6275480890,85.11261,7161613732,7372870601,7373149421,5500823727,7371141536,7373101505,2364344211,7352771799,7373150582,7373150581,7373150406,7373148776,7373083331,7372804488,7099285578,7345134978,7370427650,4889413558,,,,,,,,,2191349480,6973244367,4037932535,7373150582,1.42956E+11,7373150582,94694,1.09599537,184142,2209436635,,389861.3163,,200,,18.28690126,,
12/17/2013,131166,8378,33460,66482,1881,24833,46328,106,16737,82715,75842,75554,70238,32539,7772,44732,16043,65712,23997,1347,,,,,,,,,1611240188,1444,18515.25277,,,,,,0,101.6699189,107.799271,1.40071E-05,0.004047352,,0.0001,,374.4934019,,0.007738007,707277501,3194.834415,8.752971,,707277501,,0.731249021,2.98305356,,2.98305356,,,,,,,707277875.5,,0.000611122,7032982568,7032982568,3079358889,7032982568,7032982568,7032982568,7032982568,7032982568,7032982568,6740128856,7032982568,7032982568,87.037252,7810012454,8080032132,8080426435,5908805128,8077476309,8080359771,2676571751,8053320036,8080428083,8080428081,8080427884,8080425712,8080345227,8079946680,7755235913,8046997278,8076706666,5427662505,,,,,,,,,2626368254,7801186773,4830089560,8080428083,1.42971E+11,8080428083,92528,1.07092593,183302,2708777406,,67876.47966,,119.8897142,,18.226011,,
12/18/2013,134838,8962,40585,80529,1782,29826,56962,110,19459,99428,92185,91801,85582,39712,8546,55416,18890,79705,28974,1467,,,,,,,,,1611240188,1493,19551.08104,,,,,,0,148.9921228,135.9522466,0.000177748,0.054491203,,0.0001,,5188.434404,,0.010090027,739786847,3061.40173,8.387402,,739786847,,0.70757991,2.80978559,,2.80978559,,,,,,,739792035.4,,0.000736543,7848649497,7848649497,3453826323,7848649497,7848649497,7848649497,7848649497,7848649497,7848649497,7284039683,7848649497,7848649497,88.984787,8463117841,8819685588,8820212623,6241006883,8816214046,8820133784,2926378260,8783676425,8820214930,8820214928,8820214702,8820211828,8820119407,8819601783,8423916718,8778290243,8815403128,5944897723,,,,,,,,,2835385383,8537507296,5431975828,8820214930,1.42986E+11,8820214930,95216,1.10203704,189745,3139106046,,74798.61711,,471.0600131,,18.30642859,,
12/19/2013,248993,9595,53760,102123,1652,38831,73814,107,24376,125562,118135,117586,109313,53018,9396,73162,24047,101304,38391,1533,,,,,,,,,1611240188,1581,38462.06262,,,,,,0,253.1950921,215.9969108,7.71177E-05,0.02435769,,0.0001,,4689.415576,,0.016975615,771582898,2936.131175,8.044195,,771582898,,0.681283387,2.16716894,,2.16716894,,,,,,,771587587.4,,0.000967964,8837818965,8837818965,4842231732,8837818965,8837818965,8837818965,8837818965,8837818965,8837818965,8022524627,8837818965,8837818965,92.139337,9059801243,9591084344,9591794457,6534732509,9585859084,9591692906,2971786129,9535100571,9591797828,9591797825,9591797530,9591793647,9591686497,9591011531,9040199227,9531861446,9585426955,6417346315,,,,,,,,,2903883099,9263957711,6135295352,9591797828,1.43001E+11,9591797828,192523,2.22827546,391289,4425957585,,70647.5828,,358.9859723,,19.71583015,,
12/20/2013,255225,9628,65348,116488,1371,47144,87070,85,27971,151932,144103,143413,132313,66536,10464,89329,29774,121247,48614,1582,,,,,,,,,1611240188,1494,41643.6158,,,,,,0,334.3022816,332.2682615,2.27046E-05,0.007064661,,0.0001,,1412.579055,,0.024676614,758765431,2675.69382,7.330668,,758765431,,0.63558932,4.0475548,,4.0475548,,,,,,,758766843.6,,0.001371077,9628750728,9628750728,4772312528,9628750728,9628750728,9628750728,9628750728,9628750728,9628750728,8576214320,9628750728,9628750728,93.026345,9542998256,10349525015,10350552836,6578707462,10341338883,10350415715,2949879718,10253502449,10350563259,10350563255,10350562862,10350557607,10350438339,10349644299,9627038405,10271644071,10342816088,6790833009,,,,,,,,,3100792488,9949379033,6727833009,10350563259,1.43016E+11,10350563259,199950,2.31423611,514186,2557238573,,85827.32365,,135.0990055,,22.53418091,,
12/21/2013,226438,10177,71227,118174,1347,53925,88906,80,31449,157740,149791,149001,136142,73002,11620,91805,34470,123368,56321,1663,,,,,,,,,1611240188,1418,34970.42384,,,,,,0,339.8484787,349.5950696,3.71604E-05,0.011006924,,0.0001,,1842.713224,,0.024642664,726686334,2394.461685,6.560169,,726686334,,0.612972036,4.33210121,,4.33210121,,,,,,,726688176.7,,0.001379366,10373289739,10373289739,3335524597,10373289739,10373289739,10373289739,10373289739,10373289739,10373289739,9001261733,10373289739,10373289739,93.644994,10069054835,11076327388,11077237906,6790044239,11067553133,11077100540,3008765524,10955623686,11077249593,11077249589,11077249142,11077243152,11077130174,11076509265,10217652887,10986622715,11070006983,7115650325,,,,,,,,,3214562481,10527247768,7029650325,11077249593,1.43031E+11,11077249593,167414,1.93766204,334202,2557015419,,119406.368,,1500,,24.65840547,,
12/22/2013,210197,10684,77482,123746,1309,58607,96188,76,33840,165211,157172,156263,141637,79735,12699,99514,37782,128522,61824,1702,,,,,,,,,1611240189,1393,32755.20531,,,,,,0,327.2978404,327.9807278,2.94081E-05,0.008480596,,0.0001,,1341.833896,,0.022711487,700004797,2169.450865,5.943701,,700004797,,0.598963957,4.54505395,,4.54505395,,,,,,,700006138.8,,0.001502217,11092162197,11092162197,3174036302,11092162197,11092162197,11092162197,11092162197,11092162197,11092162197,9450685649,11092162197,11092162197,94.182921,10617295299,11776244499,11777243317,7054150896,11766112690,11777107474,3208616159,11636211113,11777254390,11777254385,11777253891,11777248189,11777141952,11776479243,10829676417,11677424737,11769469445,7466837930,,,,,,,,,3468473904,11128452719,7416837930,11777254390,1.43044E+11,11777254390,158224,1.8312963,315916,2591224336,,120305.7028,,1921.263756,,26.41989364,,
12/23/2013,197803,11155,83480,133325,1275,62880,103395,64,35954,177605,169462,168485,152742,86373,13788,107688,41037,139426,66953,1774,,,,,,,,,1611240189,1480,28268.33041,,,,,,0,331.6915777,321.1956552,2.9504E-05,0.008283877,,0.0001,,1234.363984,,0.023630749,734348244,2142.30837,5.869338,,734348244,,0.586152727,4.83055566,,4.83055566,,,,,,,734349478.4,,0.001617134,11839410358,11839410358,3121526104,11839410358,11839410358,11839410358,11839410358,11839410358,11839410358,9803025650,11839410358,11839410358,94.627449,11202147556,12510447131,12511590041,7333710005,12498871171,12511435666,3304159713,12350245837,12511602634,12511602629,12511602119,12511596391,12511481366,12510756361,11486836771,12404653292,12503219782,7870854932,,,,,,,,,3706586269,11800049604,7872854932,12511602634,1.43059E+11,12511602634,149008,1.72462963,305347,2590095945,,133311.1843,,1859.296085,,28.1226945,,
12/24/2013,176977,11470,89467,141171,1317,67669,110277,68,38449,189181,180890,179775,162593,93131,14726,115428,44617,147907,72536,1923,,,,,,,,,1611240189,1458,26675.56241,,,,,,0,405.1720724,398.5555173,2.80211E-05,0.008619097,,0.0001,,1089.824504,,0.028886337,727433683,2005.53338,5.494612,,727433683,,0.580045475,3.72385267,,3.72385267,,,,,,,727434772.8,,0.001702265,12655421846,12655421846,3744022242,12655421846,12655421846,12655421846,12655421846,12655421846,12655421846,10391599916,12655421846,12655421846,95.591715,11754685387,13237751417,13239022353,7679243107,13224891329,13238855450,3379273785,13055967809,13239036317,13239036311,13239035774,13239029486,13238911719,13238151100,12115747696,13123450388,13230192739,8341511545,,,,,,,,,3749819205,12448934966,8309511545,13239036317,1.43074E+11,13239036317,126443,1.46346065,249049,3555198739,,130282.1505,,2996.279919,,29.02829244,,
12/25/2013,244147,11852,93922,146464,1326,70690,115326,75,40456,264830,188221,186996,169389,98041,15595,121018,47278,153611,76380,2029,,,,,,,,,1611240189,1470,26883.65986,,,,,,0,429.0453418,441.6023297,2.1654E-05,0.006525783,,0.0001,,855.745494,,0.032269691,730638124,1909.013145,5.230173,,730638124,,0.571283482,4.63634781,,4.63634781,,,,,,,730638979.7,,0.001686123,13375650821,13375650821,3933289248,13375650821,13375650821,13375650821,13375650821,13375650821,13375650821,10533237783,13375650821,13375650821,95.747763,12341271891,13968297606,13969659484,7980644252,13953940699,13969485056,3624664740,13772074004,13969674441,13969674435,13969673884,13969667178,13969548425,13968757713,12765620627,13848579875,13960315945,8772023112,,,,,,,,,3920042955,13439187179,9331312764,13969674441,1.43089E+11,13969674441,131133,1.51774306,325089,3013077318,,110718.6275,,1131.537,,30.08660134,,
12/26/2013,286503,12181,98052,151930,1318,73629,120121,69,42067,392632,195623,194292,176223,102642,16593,126434,49825,159691,80058,2116,,,,,,,,,1611240189,1429,47860.10567,,,,,,0,379.414718,431.8255756,0.000216433,0.117639086,,0.0001,,14802.2909,,0.030675151,713324497,1771.518375,4.853475,,713324497,,0.562245095,6.25581631,,6.25581631,,,,,,,713339299.3,,0.001627086,14062894174,14062894174,3131009296,14062894174,14062894174,14062894174,14062894174,14062894174,14062894174,10451428541,14062894174,14062894174,95.684224,12918087911,14695709329,14697176071,8263424175,14680026734,14696991576,3684949371,14482837092,14697192104,14697192097,14697191529,14697184603,14697063594,14696232996,13431078629,14571772994,14687391004,9178123685,,,,,,,,,4078291437,14437253506,10549758983,14697192104,1.43103E+11,14697192104,125828,1.45634259,1222909,2349364394,,26235.33591,,1.00E-08,,30.78026408,,
12/27/2013,173620,12331,101973,157903,1278,76207,124621,66,43247,400043,202913,201548,183180,107151,17479,131967,52086,166389,83489,2229,,,,,,,,,1611240189,1373,27510.32629,,,,,,0,372.1762279,426.6488249,0.001251202,0.353896249,,0.0001,,47260.01284,,0.029119721,683197526,1622.829055,4.446107,,683197526,,0.550160255,6.09188052,,6.09188052,,,,,,,683244786,,0.001728628,14754516262,14754516262,2819622458,14754516262,14754516262,14754516262,14754516262,14754516262,14754516262,9539382620,14754516262,14754516262,96.019313,13423940641,15364590088,15366179347,8453870563,15347291215,15365977388,3790072721,15131996275,15366196463,15366196457,15366195879,15366188897,15366063582,15365194491,14041313802,15236139701,15355858668,9575019623,,,,,,,,,4231181650,15075171304,10936565823,15366196464,1.43117E+11,15366196464,133542,1.545625,265389,2522406078,,119462.2454,,2000,,31.50339911,,
12/28/2013,149526,12608,105332,162445,1289,78667,128592,62,44473,405978,208758,207369,188749,111110,18388,136466,54294,171748,86633,2352,,,,,,,,,1611240189,1444,22021.66274,,,,,,0,384.6603233,437.5523631,0.001216263,0.339933659,,0.0001,,38676.292,,0.031408222,718112583,1629.60747,4.464678,,718112583,,0.543524854,6.48105722,,6.48105722,,,,,,,718151259.3,,0.001781955,15464916717,15464916717,2834209320,15464916717,15464916717,15464916717,15464916717,15464916717,15464916717,9488572948,15464916717,15464916717,96.14909,14005059317,16082585840,16084290709,8742221730,16064074777,16084078227,3870202381,15831240385,16084309046,16084309040,16084308454,16084301405,16084173070,16083272849,14709759528,15949646124,16073653629,10020281611,,,,,,,,,4397177274,15759311846,11355093008,16084309047,1.43131E+11,16084309047,113776,1.31685185,225773,2481741558,,135539.3217,,4497.331463,,31.99941867,,
12/29/2013,160057,12919,108507,167202,1291,80830,132604,58,45588,412605,215325,213959,195082,114936,19292,141009,56240,176964,89391,2440,,,,,,,,,1611240190,1423,23216.5889,,,,,,0,407.7818288,385.1654563,0.001128171,0.319620888,,0.0001,,37271.63104,,0.027245724,717340085,1558.35363,4.269462,,717340085,,0.537532154,6.21055844,,6.21055844,,,,,,,717377356.6,,0.001830569,16154970512,16154970512,2636765904,16154970512,16154970512,16154970512,16154970512,16154970512,16154970512,9391521062,16154970512,16154970512,96.1511,14595172686,16799803576,16801629850,9031426641,16780084761,16801407606,4029084491,16532647048,16801649131,16801649125,16801648532,16801641308,16801510118,16800579003,15386503123,16663558165,16790589061,10439977752,,,,,,,,,4624723359,16449096184,11780144783,16801649132,1.43145E+11,16801649132,116612,1.34967593,243359,2705336291,,118894.1457,,2344.222032,,32.35530604,,
12/30/2013,157988,13164,111945,171713,1306,83100,136517,57,46671,418089,220748,219366,200231,118848,20099,145597,58223,181986,92306,2554,,,,,,,,,1611240190,1412,23883.04533,,,,,,0,358.773363,364.3047876,0.001730829,0.475174317,,0.0001,,58368.51242,,0.025570881,708484813,1476.84183,4.046142,,708484813,,0.531314807,6.38249374,,6.38249374,,,,,,,708543181.5,,0.001891497,16911114486,16911114486,2732912880,16911114486,16911114486,16911114486,16911114486,16911114486,16911114486,9370868758,16911114486,16911114486,96.579013,15172895665,17508182236,17510113808,9303393444,17487105135,17509879571,4101329715,17223026995,17510133944,17510133938,17510133335,17510126061,17509993226,17509032610,16051056558,17367802901,17498582090,10856561888,,,,,,,,,4732622216,17125622862,12174911480,17510133945,1.43159E+11,17510133945,122836,1.42171296,243071,2743462768,,128460.5697,,5201.740003,,32.82941984,,
12/31/2013,141755,13435,114723,175604,1286,84968,139790,57,47725,423154,225792,224392,205072,122192,20865,149567,59983,186502,94808,2663,,,,,,,,,1611240190,1422,21184.12799,,,,,,0,328.6184945,345.9606716,0.001772566,0.491503798,,0.0001,,53396.48107,,0.024455269,703929399,1409.84316,3.862584,,703929399,,0.524312711,5.82191311,,5.82191311,,,,,,,703982795.5,,0.001938464,17616354855,17616354855,3161166889,17616354855,17616354855,17616354855,17616354855,17616354855,17616354855,9518068115,17616354855,17616354855,96.664019,15768331435,18222247734,18224293351,9555239779,18199903147,18224046339,4224162689,17922258329,18224314571,18224314564,18224313958,18224306612,18224171695,18223183115,16723990313,18078580988,18212420061,11303177343,,,,,,,,,4864919053,17809715971,12593181228,18224314571,1.43174E+11,18224314571,108639,1.25739583,217206,3130296559,,136664.0205,,5407.400458,,33.17171582,,
1/1/2014,142092,13545,116647,178724,1286,86251,142351,66,48472,427086,229694,228289,208746,124494,21577,152612,61436,190036,96595,2782,,,,,,,,,1611240190,1453,20928.09979,,,,,,0,391.4911093,357.2640607,0.001843992,0.50744861,,0.01013265,,56073.07141,,0.025804834,743166326,1430.88249,3.920226,,743166326,,0.520740365,6.13050485,,6.13050485,,,,,,,743222399.1,,0.001956574,18343968215,18343968215,3281594303,18343968215,18343968215,18343968215,18343968215,18343968215,18343968215,9076096167,18343968215,18343968215,96.765026,16375691104,18955055602,18957207705,9871794689,18931700971,18956951138,4479970352,18641706553,18957229669,18957229663,18957229049,18957221676,18957084457,18956060426,17428716231,18809933094,18945062148,11802619831,,,,,,,,,5007268627,18517922336,13047655239,18957229670,1.43188E+11,18957229670,110500,1.27893519,217461,3092278718,,147422.3635,,5662.087001,,33.58034954,,
1/2/2014,145633,13697,118767,182024,1260,87607,144966,63,49096,431374,233967,232529,212803,127310,22034,155976,62775,193888,98802,2870,,,,,,,,,1611240190,1416,22830.13701,,,,,,0,321.8045805,360.2393909,0.002128091,0.613065814,,1,,68795.7934,,0.025357158,691044881,1283.733105,3.517077,,691044881,,0.518127223,5.37287704,,5.37287704,,,,,,,691113676.8,,0.002020402,19027561187,19027561187,3526340120,19027561187,19027561187,19027561187,19027561187,19027561187,19027561187,9132650496,19027561187,19027561187,96.840876,16969061579,19645954162,19648251539,10180305931,19620976631,19647980328,4644482975,19317021039,19648274550,19648274544,19648273927,19648266478,19648127298,19647080353,18079818925,19497565852,19635810516,12287730330,,,,,,,,,5204684516,19185571289,13511136219,19648274551,1.43202E+11,19648274551,112216,1.2987963,221173,3656937319,,136547.1736,,5530.42533,,33.93636143,,
1/3/2014,144028,13283,120055,182328,1047,88139,146630,51,48359,434976,237542,236033,216175,129430,22506,158674,64025,196848,100752,2765,,,,,,,,,1611240190,1439,22017.22933,,,,,,0,337.8296853,330.8714487,0.001957502,0.557179903,,1,,62019.13783,,0.023668253,699428419,1254.644795,3.437383,,699428419,,0.512483851,4.01217669,,4.01217669,,,,,,,699490438.1,,0.002140146,19761791477,19761791477,4516714588,19761791477,19761791477,19761791477,19761791477,19761791477,19761791477,9742484968,19761791477,19761791477,97.120503,17470216718,20345163005,20347674647,10427869183,20317551996,20347388140,5508494526,19975424851,20347702969,20347702962,20347702344,20347694800,20347554694,20346473106,18747606680,20194072813,20335033512,12756006715,,,,,,,,,6229214884,19862375771,14088281292,20347702970,1.43217E+11,20347702970,111309,1.28829861,218025,5071487255,,154861.39,,6102.935709,,34.42917376,,
1/4/2014,146684,12395,120019,183203,956,87605,147138,52,46648,436303,238838,237296,217331,129895,21738,159678,63485,197930,100746,2696,,,,,,,,,1611240191,1406,23553.35064,,,,,,0,320.3666361,298.3500952,0.001933486,0.572262839,,1,,64029.34448,,0.020852476,678663575,1177.24983,3.225342,,678663575,,0.539147358,5.05753236,,5.05753236,,,,,,,678727604.3,,0.00208051,20431694419,20431694419,5240383664,20431694419,20431694419,20431694419,20431694419,20431694419,20431694419,10228291759,20431694419,20431694419,97.10144,18133588596,21038936426,21041568742,11344521818,21010165707,21041272623,6696621804,20644911680,21041597701,21041597694,21041597072,21041589530,21041448120,21040344949,19446170581,20884954989,21028691526,13729007572,,,,,,,,,7418116073,20575346714,15107829168,21041597701,1.43231E+11,21041597701,111888,1.295,221356,4160447472,,147880.1029,,6022.098914,,34.84948052,,
1/5/2014,121672,12358,120298,182873,922,88654,146572,51,46908,436365,238900,237356,217460,130292,22169,159511,64354,198203,102409,2719,,,,,,,,,1611240191,1404,19101.82977,,,,,,0,295.2078971,279.24726,0.002238507,0.648873822,,1,,60034.45485,,0.019489565,707058677,1187.46326,3.253324,,707058677,,0.540718805,5.55928506,,5.55928506,,,,,,,707118711.5,,0.002031603,21140787779,21140787779,5001908784,21140787779,21140787779,21140787779,21140787779,21140787779,21140787779,11033545977,21140787779,21140787779,97.273152,18709220374,21730810345,21733395182,11751671705,21701693532,21733090976,7166873648,21321185136,21733425221,21733425214,21733424595,21733417096,21733274254,21732241086,20113603685,21574557947,21721340400,14241164625,,,,,,,,,7933198586,21242964819,15619043608,21733425222,1.43245E+11,21733425222,92521,1.07084491,182523,3909392120,,172510.8099,,10403.78623,,35.18892821,,
