date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2/21/2014,88282,8131,217164,364542,667,129363,281812,38,45880,684939,486919,484853,464651,266503,31755,340784,105679,443251,199250,4424,33664,20,109259,370,0,202416,4911,5,1611240198,1434,22947.86192,56701531.06,0.98530232,0.98530232,57296392.41,57296392.41,58151078.38,1093.438496,1084.986485,0.001331383,1.172230947,0.001275135,1,0.001087785,43812.13164,47.65815866,0.077342748,362765129,251.38207,0.688718,394610.2924,362765129,394610.2924,0.657721139,16.05562849,,16.05562849,,1.87444E-06,0.001087785,,,27895522.52,362808941.1,394657.9505,0.004736958,52125701300,52125701300,4419193358,52125701300,52125701300,38858655547,52125701300,52125701300,52125701300,16097549213,52125701300,52125701300,98.961782,44639345208,52656814165,52672336925,34643854307,52464613275,52670754347,26773704734,50873612175,52672557163,52672557154,52672556530,52672548147,52672159550,52669602036,49837523329,52288592257,52643342723,41951990475,52646421353,52323250346,50021816355,25505855189,32580747984,0,42422143540,21787609194,28961379404,51716629888,43898194170,52672557164,1.43919E+11,52672557164,37375,0.43258102,94783,3280628796,3568617.226,526221.3108,572.415397,2097.508343,2.28163711,100.2909212,,
2/22/2014,82799,8055,216513,364934,672,127595,281871,37,45482,686781,488751,486682,466474,266644,31604,341338,104539,445059,198580,4412,36690,26,113659,448,1,206119,5663,5,1611240198,1436,15804.70195,66746574.85,1.14396096,1.14396096,67446919.12,67446919.12,58959109.39,1032.122641,1030.507066,0.001549647,0.925260745,0.001176571,1,0.001271611,35170.08617,44.7226564,0.073561662,367985333,253.230065,0.693781,467934.0713,367985333,467934.0713,0.661880526,22.62411592,,22.62411592,,2.09448E-06,0.001271611,,-17.4682132,28363501.32,368020503.1,467978.7939,0.004743849,52489788802,52489788802,3265908289,52489788802,52489788802,39021966217,52489788802,52489788802,52489788802,15715272607,52489788802,52489788802,98.961636,45019551442,53024508156,53040318942,35106502148,52830238964,53038718763,27109281631,51255264266,53040542496,53040542487,53040541863,53040533475,53040142451,53037568206,50232652329,52658374906,53010967485,42365237311,53017771930,52740135915,50687392312,26424345280,33665433202,8857998815,43483965727,22054124257,29350156150,52113779880,44331837044,53040542497,1.43933E+11,53040542497,38011,0.43994213,95098,2344424980,2981195.79,556993.2174,708.2785114,2000,2.543221315,100.5937717,,0.116199532
2/23/2014,93547,8014,216827,367124,677,127305,283011,37,45417,690086,492042,489965,469768,267749,31641,343407,104903,448383,198763,4438,34424,23,109895,391,1,203313,5110,5,1611240198,1434,18188.16248,59700407.31,1.01658532,1.01658532,60324361.31,60324361.31,59340185.5,898.831484,1012.810003,0.001680658,0.951499263,0.001074965,1,0.001129759,43834.61956,49.52257492,0.072197682,355215551,242.816615,0.665251,401308.1193,355215551,401308.1193,0.6628152,19.9691301,,19.9691301,,1.85181E-06,0.001129759,,-40.1591166,28764858.96,355259385.6,401357.6419,0.004728665,52843468787,52843468787,2621042043,52843468787,52843468787,38753066177,52843468787,52843468787,52843468787,15564142866,52843468787,52843468787,98.965668,45341730527,53379456275,53395530781,35391520050,53184405328,53393905321,27308373675,51598600407,53395758047,53395758038,53395757414,53395749038,53395352740,53392749147,50579251115,53016643437,53365767169,42725554206,53370100475,53063989564,50842625544,26363407107,33436045144,8857998815,43364149338,22154124257,29576695501,52472550957,44696064792,53395758048,1.43948E+11,53395758048,46069,0.53320602,115104,2673915077,3020880.78,526912.2901,595.2841299,1437.353568,1.623863751,101.0604237,,0.110905564
2/24/2014,91065,7921,215523,366543,684,125431,282200,37,44837,690601,492543,490442,470247,266996,31419,343012,103582,448874,197347,4445,29770,20,98466,321,0,190635,4089,5,1611240199,1433,22196.78786,52605850.95,0.89197985,0.89197985,53167953.78,53167953.78,59606675.92,989.1692723,1009.584953,0.00170185,1.333738383,0.001319435,1,0.000989276,54132.43976,53.55190478,0.071917599,348568443,236.72732,0.648568,344830.2747,348568443,344830.2747,0.666461832,20.27743888,,20.27743888,,1.82433E-06,0.000989276,,-48.92080328,29109742.79,348622575.4,344883.8266,0.004680972,53176130125,53176130125,2610935592,53176130125,53176130125,38138291306,53176130125,53176130125,53176130125,15481649008,53176130125,53176130125,98.942779,45750103550,53727820577,53744096626,35818542320,53532919592,53742455348,27549341309,51963881173,53744326490,53744326480,53744325857,53744317487,53743919668,53741301256,50967364944,53368833991,53714015987,43201790714,53707296936,53317595917,50802219080,26328502358,33109215497,0,42845279905,22354124258,29831800069,52853186395,45163035047,53744326491,1.43962E+11,53744326491,40587,0.46975694,106369,2650449438,2622025.104,561035.9791,555.0192356,1431.46177,1.41611028,101.5153622,,0.112560694
2/25/2014,90304,7800,212518,365044,704,123003,280289,40,44140,690510,492441,490325,470157,265091,31092,341630,102021,448811,193847,4471,28463,21,94500,298,0,184460,3913,4,1611240199,1407,31614.2516,50858592.17,0.86614996,0.86614996,51366991.8,51366991.8,59304963.75,1098.576335,1057.89778,0.001331711,1.484392951,0.001409253,1,0.00094938,59236.1851,56.23763801,0.073991856,361513335,243.8784,0.66816,343213.4604,361513335,343213.4604,0.671344547,9.92807338,,9.92807338,,1.77884E-06,0.00094938,,-50.98074261,29453012.48,361572571.2,343269.698,0.004564888,53570332724,53570332724,4666530606,53570332724,53570332724,35045798513,53570332724,53570332724,53570332724,14088049654,53570332724,53570332724,99.01026,46196156594,54088937862,54105606716,36323660507,53897320899,54103946004,27818644209,52348307669,54105839825,54105839815,54105839194,54105830831,54105430162,54102788497,51375368499,53739023039,54074699092,43746366402,54065230101,53662990933,51109245497,26364090975,33200344620,0,43181569170,20373421065,30101621853,53254555745,45678868432,54105839826,1.43976E+11,54105839826,39906,0.461875,103421,5449782427,5173913.391,652539.1947,619.507535,1700.843503,1.614746478,102.0843784,,0.1125292
2/26/2014,81658,7891,214753,368273,721,124545,283129,37,44505,694911,496832,494698,474520,267945,31452,344885,103529,453185,195912,4578,35576,26,110738,467,0,202855,5545,5,1611240199,1459,14835.08019,65797276.43,1.10774863,1.10774863,66473113.05,66473113.05,60007397.88,1104.968706,1046.199697,0.00173379,0.9319496,0.001137131,1,0.001220163,37526.81453,45.78883385,0.075878022,373035809,249.928275,0.684735,455164.5241,373035809,455164.5241,0.667735634,20.41067226,,20.41067226,,2.0766E-06,0.001220163,,-24.57625877,29908222.8,373073335.8,455210.3129,0.004596882,53924985238,53924985238,4439206585,53924985238,53924985238,34078606935,53924985238,53924985238,53924985238,12372808635,53924985238,53924985238,98.983293,46469129389,54461729447,54478639688,36377486555,54267785147,54476963374,27433024284,52689567625,54478875634,54478875624,54478875003,54478866649,54478463082,54475803692,51715119134,54108830165,54447320596,44028487292,54453722841,54174983878,52092278115,26696784534,34684206384,0,44915214097,21403609110,29841448581,53605502816,45920365226,54478875635,1.43991E+11,54478875635,40267,0.46605324,101782,2669136760,3256782.147,420626.992,513.2335288,1599.188585,1.95127088,102.1712217,,0.119205402
2/27/2014,83623,7874,215038,369921,724,123999,284294,40,44157,697857,499758,497609,477437,269151,31358,346534,103166,456144,195983,4640,34482,28,108743,442,0,201633,5377,5,1611240199,1420,21377.6338,62866447.82,1.05018192,1.05018192,63498752.59,63498752.59,60464526.69,1182.573333,1076.379828,0.001488777,1.142061994,0.001322492,1,0.001157987,45193.67724,52.33366847,0.075980127,356610080,237.369355,0.650327,412949.6611,356610080,412949.6611,0.668594396,24.02661323,,24.02661323,,1.97813E-06,0.001157987,,-29.86078091,30321224.79,356655273.7,413001.9948,0.004621417,54289447592,54289447592,2586547365,54289447592,54289447592,33008152826,54289447592,54289447592,54289447592,10866358191,54289447592,54289447592,99.004225,46847958114,54818000168,54835246975,36662698470,54621403705,54833554042,27772196590,53039591991,54835485714,54835485704,54835485083,54835476746,54835070033,54832394736,52080626982,54463571616,54803377752,44453550918,54808702624,54515958295,52373314858,26970878098,34732598874,0,45147225010,21453716960,30085584950,53974801937,46323891750,54835485715,1.44005E+11,54835485715,39572,0.45800926,99497,2282281119,2642850.742,413604.2313,478.9481193,1718.188271,1.989638836,102.2572444,,0.119318177
2/28/2014,75393,7928,215944,371926,730,124115,285945,38,43835,701221,503111,500954,480803,270885,31326,348668,103457,459519,196648,4709,32329,23,105490,387,0,198920,4986,5,1611240199,1420,19653.73873,56719033.28,0.9431392,0.9431392,57312490.85,57312490.85,60767796.18,1173.560527,1129.049382,0.001319081,1.163542818,0.001208252,1,0.001038425,36813.33123,38.22789829,0.079697996,356240837,235.593265,0.645461,369929.5345,356240837,369929.5345,0.667617701,26.75084874,,26.75084874,,1.88361E-06,0.001038425,,-34.22837734,30691192.55,356277650.3,369967.7624,0.004658484,54620229003,54620229003,2341850527,54620229003,54620229003,32535046876,54620229003,54620229003,54620229003,9472606375,54620229003,54620229003,98.964523,47193625750,55173893580,55191484748,36846973585,54974398051,55189773215,27728997048,53376377300,55191726551,55191726541,55191725921,55191717586,55191308346,55188615276,52434759188,54817114236,55159023111,44795045460,55161271795,54837207936,52533789181,26595382463,34357321348,0,45068705748,21453716965,30124274386,54332882605,46652195487,55191726552,1.44019E+11,55191726552,31639,0.36619213,95722,2063176652,2142455.045,249493.5165,259.0804053,1149.591653,1.193765174,102.0299243,,0.120500298
3/1/2014,62652,7523,216668,373731,693,124278,287470,39,43258,704082,505971,503798,483652,272375,30908,350596,103594,462355,197352,4452,32344,25,106246,377,0,200272,4806,6,1611240199,1418,17079.68124,58208724.18,0.96929369,0.96929369,58797823.91,58797823.91,60660483.4,1152.007519,1076.018636,0.001182157,1.237921716,0.001310411,1,0.001058557,28630.65345,30.30719272,0.075847652,353507732,232.29768,0.636432,374208.2583,353507732,374208.2583,0.679938201,15.30208405,,15.30208405,,1.86519E-06,0.001058557,,-35.42229486,31065431.12,353536362.7,374238.5655,0.004654315,54988722488,54988722488,3632744032,54988722488,54988722488,32569993666,54988722488,54988722488,54988722488,9779926142,54988722488,54988722488,98.998093,47540269366,55527091339,55544990270,37767326648,55325263722,55543264851,29310105912,53715167955,55545234283,55545234273,55545233653,55545225312,55544814459,55542101064,52782203404,55167437559,55512156527,45247124645,55515024536,55193433922,52922671721,28302512908,35507353884,0,45593667911,23012921238,31593321220,54692312322,47261641670,55545234284,1.44033E+11,55545234284,23128,0.26768519,85353,3629913030,3842471.634,152302.6045,161.2210631,1007.919185,1.066940405,101.6146072,,0.120276598
3/2/2014,56506,7585,218516,376280,694,125697,289700,40,43723,707504,509385,507199,487063,274696,31348,353172,104985,465772,199390,4550,29176,24,98234,319,0,190598,4061,6,1611240200,1452,8774.299587,53859189.6,0.88524101,0.88524101,54422158.88,54422158.88,61477223.04,1112.014317,1124.913275,0.001317644,0.723958688,0.000704768,1,0.000973493,16787.15406,16.34216984,0.081195466,358796477,234.25992,0.641808,349285.7064,358796477,349285.7064,0.676111815,14.02480172,,14.02480172,,1.74296E-06,0.000973493,,-49.29033827,31414733.17,358813264.2,349302.0486,0.004687368,55325732278,55325732278,5158881525,55325732278,55325732278,33362676939,55325732278,55325732278,55325732278,11121029554,55325732278,55325732278,98.965551,47774371188,55885717626,55903784353,37797375699,55681485889,55902045940,29257125259,54040730083,55904030760,55904030750,55904030130,55904021789,55903608472,55900885951,53104134397,55523104864,55870889349,45497877756,55862062329,55455273847,52885879629,28063185214,34904835108,0,45006691343,22866087819,31510058484,55026633836,47477580574,55904030761,1.44048E+11,55904030761,23188,0.26837963,88757,3986083502,3880422.694,146848.3365,142.9557653,1011.060542,0.984259931,101.195583,,0.116351312
3/3/2014,75354,7620,206959,369560,710,120891,282190,39,43153,702266,504141,501946,481831,267070,31257,346523,101577,460557,189061,4618,33087,27,104839,401,0,192349,5076,6,1611240200,1442,24679.08807,60372578.56,0.98442171,0.98442171,60987870.1,60987870.1,61952991.95,1045.72485,1151.679594,0.001085361,1.564652659,0.001695895,1,0.00108388,38625.01554,41.86487455,0.082554937,364080766,236.17179,0.647046,394619.792,364080766,394619.792,0.677997336,23.81034159,,23.81034159,,1.60217E-06,0.00108388,,-27.56382758,31809394.82,364119391,394661.6568,0.004427389,55700436461,55700436461,4105505418,55700436461,55700436461,33292744322,55700436461,55700436461,55700436461,11323790100,55700436461,55700436461,98.991125,48239291317,56248411236,56267861849,38149629722,56056097138,56266094013,29259985980,54481135815,56268111526,56268111516,56268110897,56268102568,56267686096,56264922190,53577515483,55907794632,56234583682,45980566807,56237782477,55939473644,53754484276,28407822543,35917858299,0,46424747574,22866087819,31620135946,55460056070,47887006010,56268111527,1.44062E+11,56268111527,24686,0.28571759,88508,2363179517,2561402.569,136285.3298,147.7169175,1019.20065,1.104691008,100.7551733,,0.110476027
3/4/2014,79270,7679,201773,357890,722,120325,268172,41,43102,692419,494273,492061,471952,253499,31356,334653,101551,450692,186072,4651,32525,28,103742,413,0,188293,4959,6,1611240200,1403,28953.20385,58719191.75,0.95254243,0.95254243,59325444.96,59325444.96,62281157.5,1126.380637,1087.889991,0.001132215,1.740214013,0.001823481,1,0.001047849,45992.11616,48.19277136,0.075873265,348320322,224.55822,0.615228,364986.9378,348320322,364986.9378,0.67805281,22.14313214,,22.14313214,,1.55349E-06,0.001047849,,-25.63541046,32174429.96,348366314.1,365035.1306,0.004234511,56037862343,56037862343,2865625764,56037862343,56037862343,33274540807,56037862343,56037862343,56037862343,11322455786,56037862343,56037862343,98.978089,48577031310,56599266089,56616178475,38388930681,56412646351,56614358139,29362513488,54839976400,56616431848,56616431838,56616431219,56616422892,56616000869,56613220798,53944857880,56268021011,56587052367,46296576476,56589244904,56289619014,54059839366,28427481766,36134808325,0,46599677016,22866087819,31630692865,55801098255,48124923978,56616431849,1.44076E+11,56616431849,26429,0.3058912,92012,2556839362,2679180.37,123300.8737,129.2006394,1022.415488,1.071336567,100.3356852,,0.110175185
3/5/2014,68843,7723,199956,350437,738,119731,265490,40,43288,685880,487701,485468,465351,251309,31630,327800,101306,444094,184503,4716,33170,28,104045,429,0,187169,5107,6,1611240200,1441,14494.06593,60122016.48,0.96934684,0.96934684,60734286.83,60734286.83,62654855.89,1241.217861,1117.3148,0.001222877,1.066338755,0.001136804,1,0.001066081,25540.94586,27.22872441,0.080036051,353226673,226.30949,0.620026,376568.3459,353226673,376568.3459,0.677417907,21.52108429,,21.52108429,,1.59036E-06,0.001066081,,-17.43458151,32551025.53,353252213.9,376595.5746,0.004158931,56395339877,56395339877,2886469131,56395339877,56395339877,33209221013,56395339877,56395339877,56395339877,9866349022,56395339877,56395339877,98.991887,48879088249,56952671209,56969405347,38592266853,56768558012,56967681611,29356557505,55201795923,56969658521,56969658511,56969657891,56969649556,56969232143,56966578424,54309878547,56626248613,56940617241,46607710732,56943230698,56653025971,54460079353,28495818615,36346854103,0,46989720624,22966087819,31624570181,56146752211,48353891833,56969658522,1.44091E+11,56969658522,23952,0.27722222,88637,2647155587,2822083.033,141723.6615,151.0889434,1007.365806,1.073933834,99.93408059,,0.109290054
3/6/2014,62200,7696,199475,350497,732,119273,265322,42,43136,680242,482005,479727,459588,251268,31613,327991,101001,438388,184223,4722,32181,27,102182,407,0,185566,4884,6,1611240200,1384,11319.91835,57407666.56,0.92161235,0.92161235,57986729.66,57986729.66,62918785.65,952.3177794,1178.250867,0.00247103,1.647644324,0.001666897,1,0.001011685,38713.05103,39.16542221,0.081062497,347308787,221.16956,0.605944,351367.1725,347308787,351367.1725,0.678494567,25.60218071,,25.60218071,,1.51515E-06,0.001011685,,-8.338312298,32902431.87,347347500.1,351406.3379,0.004149843,56744592549,56744592549,2721817268,56744592549,56744592549,33134287279,56744592549,56744592549,56744592549,9828961502,56744592549,56744592549,99.001387,49211030368,57299811121,57316719463,38889250901,57115023425,57314980049,29735967971,55549098843,57316967308,57316967297,57316966678,57316958385,57316546879,57313883289,54665885047,56973498832,57287877127,46954820010,57289216441,56985276429,54722526932,28610941007,36458398538,0,47116318433,22966087819,31960389678,56486734304,48663020385,57316967309,1.44105E+11,57316967309,23496,0.27194444,86290,2238753330,2264913.693,119756.7529,121.1561389,1003.286125,1.015009761,99.50882825,,0.105941693
3/7/2014,59460,7740,200900,352487,744,119833,267024,42,43304,682886,484649,482363,462236,252991,31824,330017,101657,441024,185683,4795,28580,24,92751,347,0,176851,4058,5,1611240200,1412,9984.713173,52659646.69,0.84474458,0.84474458,53203624.27,53203624.27,62981906.69,982.7145278,1090.380896,0.001328451,0.677068166,0.000624605,1,0.000922514,18729.05961,17.27782408,0.076534817,355448237,224.957895,0.616323,327906.0582,355448237,327906.0582,0.677028047,15.1593975,,15.1593975,,1.46021E-06,0.000922514,,-27.58768731,33230355.2,355466966.1,327923.336,0.004195048,57082747053,57082747053,3028951520,57082747053,57082747053,33032578433,57082747053,57082747053,57082747053,10267403734,57082747053,57082747053,98.977555,49493350267,57655118671,57672165760,39045842892,57467152435,57670409507,29606106038,55884151423,57672415545,57672415534,57672414915,57672406617,57671993250,57669311105,55000896108,57325951911,57643180115,47253337239,57634200953,57235417334,54669694358,28230043227,35835498962,0,46500694098,22035899773,31812373040,56831129389,48929863867,57672415546,1.44119E+11,57672415546,27662,0.32016204,96809,3804400243,3509613.377,158307.0572,146.0405137,1040.674898,0.960037407,99.16126713,,0.103423904
3/8/2014,50705,7647,203447,355881,708,121403,269900,43,43422,686800,488561,486265,466160,256012,31946,333486,103110,444974,188273,4707,27590,24,91826,307,0,177226,3715,5,1611240200,1392,8789.114943,49991928.05,0.79934851,0.79934851,50494242.23,50494242.23,63169245.07,1248.452265,1072.704647,0.001452905,0.851683434,0.000741079,1,0.000870134,17775.48495,15.46704956,0.074227617,358021307,225.18821,0.616954,311526.4261,358021307,311526.4261,0.679781982,19.8929232,,19.8929232,,0.0000014,0.000870134,,-31.76282445,33541897.1,358039082.5,311541.8932,0.004244841,57453152993,57453152993,3123147718,57453152993,57453152993,33147922548,57453152993,57453152993,57453152993,10453246386,57453152993,57453152993,99.005205,49755526210,58012947929,58030185302,39448045409,57821260267,58028408494,30499232963,56203053563,58030436852,58030436841,58030436223,58030427938,58030013063,58027317770,55318407499,57678686940,58001012679,47512273051,57989579018,57561924678,54863444491,29053415624,36125062648,0,46477116694,22135899773,32652891516,57166468802,49277832668,58030436853,1.44133E+11,58030436853,20871,0.2415625,84446,2917139742,2538301.773,117802.3029,102.5037608,987.6598928,0.859396216,98.7209135,,0.103760217
3/9/2014,52567,7665,202392,356489,707,121139,270379,41,43644,687854,489610,487301,467200,256485,32175,334165,103235,446012,187449,4739,27893,24,92487,315,0,176694,3776,5,1611240201,1410,10150.30284,50725835.74,0.80872378,0.80872378,51243987.4,51243987.4,63364017.2,965.5129239,1028.263123,0.002581442,1.832609936,0.001608286,1,0.000877593,36945.4163,32.42304163,0.072072484,361075874,225.70505,0.61837,316877.6878,361075874,316877.6878,0.678905822,28.02635206,,28.02635206,,1.37E-06,0.000877593,,-19.91446864,33858807.21,361112819.4,316910.1108,0.004200649,57801089131,57801089131,3046089243,57801089131,57801089131,33153929800,57801089131,57801089131,57801089131,9200378989,57788862317,57801089131,98.988854,50046527443,58373586902,58391259822,39642337952,58183325531,58389473370,30451138298,56560945373,58391512726,58391512715,58391512097,58391503812,58391087868,58388378767,55674882199,58043293559,58361804415,47809150586,58350699492,57932359590,55228891649,29104325550,36396413999,0,46807069895,22235899773,32737701210,57526521417,49560715927,58391512727,1.44147E+11,58391512727,20160,0.23333333,80251,2083450340,1828421.597,125697.6164,110.3113582,999.2799787,0.876961193,98.28320639,,0.1004376
3/10/2014,51997,7649,202969,357401,704,121483,271108,41,43723,689386,491132,488822,468745,257278,32347,335150,103703,447531,188049,4769,25894,23,89256,267,0,173845,3354,5,1611240201,1359,9703.585725,45265460.21,0.72091945,0.72091945,45712865.07,45712865.07,63409116.09,1070.775187,1128.924948,0.001360371,0.846040545,0.000658381,1,0.000778191,17939.44372,13.96031204,0.076265943,350968646,218.07655,0.59747,273120.6102,350968646,273120.6102,0.67861552,24.84333147,,24.84333147,,1.23886E-06,0.000778191,,-29.98095831,34131941.78,350986585.4,273134.5705,0.004208499,58167551938,58167551938,2498286974,58167551938,58167551938,33230190174,58167551938,58167551938,58167551938,7653409215,58093973721,58167551938,99.021271,50324333099,58724453817,58742226328,39863559545,58532660905,58740430065,30594566767,56893596634,58742481372,58742481361,58742480744,58742472458,58742054672,58739337852,56012216449,58393284387,58712664852,48115007270,58697377050,58237581364,55303474130,29122871841,36059981490,0,46565604959,22435899773,32957444618,57868944023,49856368867,58742481373,1.4416E+11,58742481373,21204,0.24541667,79973,2364517071,1840045.693,104835.6793,81.58217275,1001.544904,0.779393141,97.83871886,,0.102419839
3/11/2014,51472,7696,203768,358530,717,121912,272014,42,43878,691058,492796,490476,470414,258400,32583,336376,104270,449197,188897,4835,26039,22,89694,270,0,174533,3383,5,1611240201,1393,10518.30797,45241126.39,0.72086836,0.72086836,45687605.36,45687605.36,63378569.47,949.1256486,1046.116167,0.00118143,0.827334629,0.000639675,1,0.000773175,17310.32244,13.38391346,0.072439784,348395343,215.20108,0.589592,269370.6681,348395343,269370.6681,0.677851334,20.82652449,,20.82652449,,1.22003E-06,0.000773175,,-39.52837139,34401325.83,348412653.3,269384.052,0.004226512,58513415200,58513415200,3152391625,58513415200,58513415200,33059142975,58513415200,58513415200,58513415200,7930144035,58368786210,58513415200,99.022757,50599666471,59072717867,59090619926,40054829584,58879092561,59088809512,30637831228,57224834830,59090876715,59090876704,59090876088,59090867804,59090448617,59087729616,56347615692,58740465365,59060946744,48398216867,59045450121,58582944712,55626955861,28977401420,36157980361,0,46805898954,22535899773,32940150862,58206776767,50108494456,59090876716,1.44174E+11,59090876716,20923,0.24216435,87564,2837289378,2193722.019,168772.6739,130.49086,984.2119299,0.760968338,97.51196548,,0.098332961
3/12/2014,55570,7853,205148,360474,735,122769,273806,46,44397,693572,495309,492981,472924,260227,33088,338468,105230,451706,190405,4940,29780,22,96484,346,0,181537,4175,5,1611240201,1463,9900.511962,54430931.36,0.86117586,0.86117586,54951355.92,54951355.92,63809679.86,1110.719049,1047.990823,0.001305475,0.822241644,0.00076001,1,0.000924314,18909.09108,17.47794371,0.076216311,360063926,221.061885,0.605649,332812.2438,360063926,332812.2438,0.673571065,17.08401734,,17.08401734,,1.45642E-06,0.000924314,,-36.34331013,34734155.55,360082835.1,332829.7218,0.004260728,58887902124,58887902124,3894966009,58887902124,58887902124,32838153257,58887902124,58887902124,58887902124,7953513989,58611257819,58887902124,99.052936,50836780219,59432602448,59450682161,40044433379,59236819271,59448861428,30500551322,57565370356,59450940641,59450940630,59450940014,59450931736,59450511769,59447782057,56685014252,59098709581,59420896677,48589516159,59411887049,59009853087,56347438968,28416233048,36860149397,0,47809161032,22535899777,32716087058,58547921679,50254641094,59450940642,1.44189E+11,59450940642,22997,0.26616898,89108,3479915728,3216535.949,271599.7524,251.0435411,998,0.922465694,97.3284725,,0.101325701
3/13/2014,51557,7913,206660,362480,739,123827,275735,47,44910,696139,497908,495715,475677,262212,33550,340744,106343,454468,192021,5016,28943,22,95216,320,0,180849,3951,5,1611240201,1453,8716.791466,51304610.01,0.80908912,0.80908912,51802102.11,51802102.11,64025211.77,1435.533787,1132.836025,0.001249461,0.789396926,0.000683567,1,0.000865936,15825.04017,13.70346422,0.081823638,371184164,226.4752,0.62048,321421.5481,371184164,321421.5481,0.669654923,20.93285374,,20.93285374,,1.34581E-06,0.000865936,,-50.62119223,35055590.8,371199989,321435.2515,0.004292526,59247610784,59247610784,3282578550,59247610784,59247610784,32670971753,59247610784,59247610784,59247610784,7856531102,58863564342,59247610784,99.03963,51057646184,59803596082,59821863739,40060180360,59605574993,59820029499,30503838485,57914161839,59822124805,59822124795,59822124179,59822115905,59821694940,59818952069,57027808197,59467542826,59791936997,48814646332,59780356976,59352156876,56545500138,28371706548,36520146710,0,47702311008,22535899777,32662949959,58897441422,50448108629,59822124806,1.44203E+11,59822124806,20047,0.23202546,85562,2857810289,2474679.408,184889.1555,160.102085,976.8853024,0.845919672,96.98901111,,0.094060744
3/14/2014,49802,7900,207852,363270,750,124396,277289,45,45050,698863,500648,498458,478432,264080,33847,342918,107284,457222,193512,5098,29248,22,96145,327,0,182244,4009,5,1611240201,1351,9328.247224,51635770.8,0.81102579,0.81102579,52132859.11,52132859.11,64280149.54,1150.59558,1091.557801,0.001269719,0.810945861,0.000702763,1,0.000866596,16001.58373,13.86691139,0.073307466,336066640,203.90287,0.558638,291234.0676,336066640,291234.0676,0.667306381,29.88217923,,29.88217923,,1.37925E-06,0.000866596,,-50.78934063,35346838.74,336082641.6,291247.9345,0.004357806,59584581364,59584581364,2746391071,59584581364,59584581364,31568827553,59584581364,59584581364,59584581364,7934604778,59012611655,59584581364,99.046497,51243060203,60139340472,60157920891,40143945024,59937463922,60156065984,30334734392,58214568970,60158191445,60158191435,60158190820,60158182541,60157760353,60155005790,57334411473,59801454962,60127848458,49055826761,60116169284,59685988067,56852912829,28380358176,36549270954,0,47917829734,22536499577,32552009279,59216479217,50651066854,60158191446,1.44217E+11,60158191446,19732,0.22837963,84445,2013179527,1744613.695,168267.9891,145.8203971,778.9842492,0.675064777,96.68339386,,0.094028167
